0 0 0
0.05 0 0
0.1 0 0
0.15 0 0
0.2 0 0
0.25 0 0
0.3 0 0
0.35 0 0
0.4 0 0
0.45 0 0
0.5 0 0
0.55 0 0
0.6 0 0
0.65 0 0
0.7 0 0
0.75 0 0
0.8 0 0
0.85 0 0
0.9 0 0
0.95 0 0
1 0 0

0 0.05 0.00124974
0.05 0.05 5.21094e-07
0.1 0.05 2.61056e-06
0.15 0.05 6.28804e-06
0.2 0.05 1.15892e-05
0.25 0.05 1.85665e-05
0.3 0.05 2.72895e-05
0.35 0.05 3.78466e-05
0.4 0.05 5.03462e-05
0.45 0.05 6.49187e-05
0.5 0.05 8.17182e-05
0.55 0.05 0.000100926
0.6 0.05 0.000122753
0.65 0.05 0.000147445
0.7 0.05 0.000175284
0.75 0.05 0.000206599
0.8 0.05 0.000241768
0.85 0.05 0.000281226
0.9 0.05 0.000325478
0.95 0.05 0.000375105
1 0.05 0.012448

0 0.1 0.00253696
0.05 0.1 0.00128514
0.1 0.1 2.1877e-05
0.15 0.1 2.08784e-05
0.2 0.1 1.98883e-05
0.25 0.1 1.88901e-05
0.3 0.1 1.78667e-05
0.35 0.1 1.67996e-05
0.4 0.1 1.56691e-05
0.45 0.1 1.44534e-05
0.5 0.1 1.31282e-05
0.55 0.1 1.16665e-05
0.6 0.1 1.00375e-05
0.65 0.1 8.20609e-06
0.7 0.1 6.13184e-06
0.75 0.1 3.76794e-06
0.8 0.1 1.05987e-06
0.85 0.1 2.05621e-06
0.9 0.1 5.65538e-06
0.95 0.1 0.0121472
1 0.1 0.019271

0 0.15 0.00383817
0.05 0.15 0.00258321
0.1 0.15 0.00134677
0.15 0.15 7.83349e-05
0.2 0.15 8.9619e-05
0.25 0.15 0.000105851
0.3 0.15 0.000127162
0.35 0.15 0.000153737
0.4 0.15 0.000185811
0.45 0.15 0.00022368
0.5 0.15 0.000267699
0.55 0.15 0.000318292
0.6 0.15 0.000375957
0.65 0.15 0.000441277
0.7 0.15 0.000514926
0.75 0.15 0.000597683
0.8 0.15 0.000690447
0.85 0.15 0.000794252
0.9 0.15 0.0113485
0.95 0.15 0.0181663
1 0.15 0.0208055

0 0.2 0.00518211
0.05 0.2 0.00392242
0.1 0.2 0.00266173
0.15 0.2 0.00145384
0.2 0.2 0.000196208
0.25 0.2 0.00023937
0.3 0.2 0.000296074
0.35 0.2 0.00036681
0.4 0.2 0.000452218
0.45 0.2 0.00055309
0.5 0.2 0.000670384
0.55 0.2 0.000805244
0.6 0.2 0.000959014
0.65 0.2 0.00113326
0.7 0.2 0.00132981
0.75 0.2 0.00155077
0.8 0.2 0.00179857
0.85 0.2 0.0103054
0.9 0.2 0.0167668
0.95 0.2 0.0193369
1 0.2 0.0178984

0 0.25 0.00654755
0.05 0.25 0.00528153
0.1 0.25 0.00404927
0.15 0.25 0.00279991
0.2 0.25 0.00164212
0.25 0.25 0.000420006
0.3 0.25 0.000523753
0.35 0.25 0.000653771
0.4 0.25 0.000811222
0.45 0.25 0.000997557
0.5 0.25 0.00121454
0.55 0.25 0.00146428
0.6 0.25 0.00174926
0.65 0.25 0.00207239
0.7 0.25 0.00243703
0.75 0.25 0.00284709
0.8 0.25 0.00919809
0.85 0.25 0.0152748
0.9 0.25 0.0177556
0.95 0.25 0.0158838
1 0.25 0.0107507

0 0.3 0.00796815
0.05 0.3 0.00669414
0.1 0.3 0.00543568
0.15 0.3 0.00425457
0.2 0.3 0.00304229
0.25 0.3 0.00196529
0.3 0.3 0.000812987
0.35 0.3 0.0010162
0.4 0.3 0.00126324
0.45 0.3 0.00155636
0.5 0.3 0.00189831
0.55 0.3 0.0022924
0.6 0.3 0.00274253
0.65 0.3 0.00325327
0.7 0.3 0.00382993
0.75 0.3 0.00815155
0.8 0.3 0.0138312
0.85 0.3 0.0162205
0.9 0.3 0.0138933
0.95 0.3 0.00861152
1 0.3 0.000116397

0 0.35 0.00942402
0.05 0.35 0.00814035
0.1 0.35 0.00691322
0.15 0.35 0.00568912
0.2 0.35 0.00459202
0.25 0.35 0.00345217
0.3 0.35 0.00249682
0.35 0.35 0.00145949
0.4 0.35 0.00181272
0.45 0.35 0.00223309
0.5 0.35 0.00272451
0.55 0.35 0.0032917
0.6 0.35 0.00394026
0.65 0.35 0.00467674
0.7 0.35 0.00724774
0.75 0.35 0.0125303
0.8 0.35 0.0148391
0.85 0.35 0.012048
0.9 0.35 0.00663364
0.95 0.35 0.00238485
1 0.35 0.0139246

0 0.4 0.0109551
0.05 0.4 0.00966004
0.1 0.4 0.00840366
0.15 0.4 0.00725854
0.2 0.4 0.00610516
0.25 0.4 0.00513515
0.3 0.4 0.00411392
0.35 0.4 0.00333278
0.4 0.4 0.00246819
0.45 0.4 0.00303568
0.5 0.4 0.00370062
0.55 0.4 0.00446935
0.6 0.4 0.00534943
0.65 0.4 0.00653435
0.7 0.4 0.0114296
0.75 0.4 0.0136791
0.8 0.4 0.0104259
0.85 0.4 0.00490676
0.9 0.4 0.00464
0.95 0.4 0.0163623
1 0.4 0.0306745

0 0.45 0.0125419
0.05 0.45 0.0112337
0.1 0.45 0.0100131
0.15 0.45 0.0088214
0.2 0.45 0.00780372
0.25 0.45 0.00676823
0.3 0.45 0.0059801
0.35 0.45 0.00513627
0.4 0.45 0.00459558
0.45 0.45 0.00397645
0.5 0.45 0.00483882
0.55 0.45 0.00583761
0.6 0.45 0.00603033
0.65 0.45 0.0105563
0.7 0.45 0.0127764
0.75 0.45 0.00907115
0.8 0.45 0.00348429
0.85 0.45 0.00658781
0.9 0.45 0.0184473
0.95 0.45 0.0333486
1 0.45 0.0501687

0 0.5 0.0142325
